Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
09/12/2020,1029686,236608,2084056,642725,12114945,1663763,973592,248280,262994,5447067,2531945,433616,459523,3592613,1669663,817229,786813,1132996,1064681,352874,1608029,2097886,2671126,1520900,580442,1638920,298362,492953,893511,337679,2582424,552735,6579119,2504684,197138,3058272,1000665,1326339,3545098,290914,1156132,206489,1556061,6555755,883484,162844,2192549,2201358,478827,1519219,151406
09/13/2020,1151867,217743,2113610,704131,11649093,1694358,1013129,260597,252842,5911915,2755795,407087,474788,3654153,1804899,859175,825015,1216266,1148157,375383,1641724,2115519,2794825,1567287,638418,1733263,308166,514071,885530,356731,2674501,562262,6583172,2688075,203799,3313876,1090473,1289833,3697557,300133,1272547,218513,1700508,7059770,913642,168992,2279923,2155549,500506,1579145,157531
09/14/2020,980755,224320,2004714,609787,11841255,1620022,976380,249525,269397,5219619,2494705,411798,451237,3469397,1618580,780252,760481,1104734,1037917,354157,1611331,2099625,2596234,1471697,544425,1585078,292010,477963,882733,332846,2594817,538216,6525898,2474508,191388,3003076,950744,1281945,3529698,288344,1137795,202551,1512975,6399204,866017,161069,2181495,2128571,463377,1472313,147338
09/15/2020,1023148,220119,1974719,599642,11723041,1602932,956851,241028,263898,5178013,2441996,406524,442230,3403273,1581359,773140,751039,1084171,1064007,348399,1586802,2061138,2538219,1453087,578574,1567685,290193,472187,871527,324346,2534027,529425,6444618,2429509,190070,2935392,936487,1257094,3459270,282104,1117541,200430,1489035,6317276,854128,160345,2139515,2084555,454513,1450021,145294
09/16/2020,1042390,221664,1969431,598571,11666486,1594202,959618,243744,264280,5170023,2454289,408797,440363,3335642,1548942,766564,742215,1073463,1015481,348433,1573151,2063752,2491391,1442028,557830,1555026,290709,468897,872990,325202,2539688,527057,6457815,2415351,189066,2871701,932515,1252636,3449711,281579,1114443,201359,1491466,6257029,850796,160511,2126583,2084925,451736,1439809,144536
09/17/2020,972346,223372,1957558,589491,11519773,1573461,948490,242864,264578,5057728,2450936,405632,432434,3325337,1546263,756302,733380,1060490,1000952,342102,1566868,2038057,2487119,1426111,536744,1537198,286553,458579,863196,321429,2505478,527225,6367487,2456689,184761,2882733,913723,1238283,3413808,277470,1126614,196064,1471360,6167776,845005,157275,2134148,2065531,452045,1428651,142590
09/18/2020,941209,218905,1941462,580612,11401566,1563349,928553,236549,255254,4948880,2351979,401951,431673,3276786,1516716,743457,718087,1041752,980666,337217,1531594,2003355,2441447,1400901,522108,1509713,283600,451334,857933,317078,2467398,518149,6274983,2352437,180976,2822650,903717,1223577,3350892,276447,1082804,192302,1440983,6052132,828535,154288,2080806,2053300,445655,1403706,139974
09/19/2020,1009359,227327,2032627,625219,11772485,1621987,969081,247045,258346,5305588,2491487,416652,450579,3403201,1625173,782598,755440,1095996,1062678,356162,1584593,2073210,2592301,1474701,571749,1590396,300924,476377,881798,337052,2545784,540515,6525369,2475932,194949,2988155,968722,1265857,3503234,287285,1147990,204721,1531280,6352469,869149,163450,2166787,2130975,472635,1489727,148734
09/20/2020,1066112,233684,2117851,664151,11789238,1661893,965717,255604,274603,5524383,2578515,419778,472988,3559106,1715965,824227,796137,1135785,1144320,360372,1619170,2037639,2645689,1514394,610791,1664250,313630,486707,910114,337067,2566446,569132,6737311,2559676,200543,3130324,1019832,1251858,3584852,292844,1189524,212358,1591924,6848511,902950,163376,2223714,2122778,484215,1539878,158863
09/21/2020,1115660,233849,2137351,689208,11895732,1693207,992128,262028,281143,5334717,2655509,429418,482170,3539773,1662637,854297,820259,1176128,1138411,367377,1671070,2138568,2625119,1518325,633199,1723721,316909,515639,944625,340393,2707863,573031,6859027,2604958,204957,3060427,1043770,1291522,3653997,294097,1205626,222889,1643235,6935683,907059,168725,2304226,2189130,502890,1544897,159590
09/22/2020,963141,218139,1939647,609298,11059044,1541465,907368,235547,270289,4795845,2328141,393588,439985,3235395,1517498,769642,740318,1057618,1015203,337090,1518055,1959548,2385137,1394630,550422,1545778,296233,458255,875660,307619,2412024,534165,6338046,2340877,185426,2776654,934171,1189761,3299793,269210,1070847,202740,1459431,6478949,800828,156363,2103387,1985120,458460,1427193,147321
09/23/2020,890482,214431,1839313,579625,10611172,1457593,872555,229305,263181,4625289,2205640,387172,414578,3046503,1428805,730967,700857,1012141,965252,325869,1455245,1903692,2260264,1332901,517470,1451185,284111,440344,840441,297220,2314662,506641,6127553,2253014,176989,2624696,868208,1152208,3183960,257818,1021259,196554,1388588,6029239,755414,151593,2012309,1936619,437121,1362243,140114
09/24/2020,911797,212236,1850043,575342,10653509,1471624,862570,224334,261046,4624395,2225888,380188,419616,3066880,1442044,723020,700141,1007560,973759,320685,1449161,1875507,2272852,1314318,526691,1455069,285007,435131,844331,293750,2289042,510075,6076865,2229494,177271,2647699,863058,1147065,3171073,258947,1007478,193355,1406568,5801652,759359,150465,1984622,1928575,435208,1335706,142012
09/25/2020,865889,208790,1781802,545710,10287976,1425188,844939,218429,258080,4449478,2159358,370542,408808,2977240,1394697,691970,672442,976933,915353,318922,1421710,1822826,2211330,1278822,499918,1406733,276394,414189,828570,286126,2239181,493692,5963858,2215008,170438,2564317,840788,1142842,3079520,250814,1002859,186957,1350657,5553613,738345,146589,1965557,1901890,422871,1293823,138154
09/26/2020,1002867,225626,1985846,621968,11218571,1545395,901814,242545,268117,4999542,2365114,393904,443763,3213231,1557556,760253,739965,1065172,1040821,341852,1528762,1918453,2420757,1407202,570092,1551409,306136,459079,893619,312287,2376530,542530,6360095,2405846,186377,2812732,952289,1228920,3353925,268054,1106790,204825,1498393,6127891,797610,155702,2119514,2064492,469910,1428896,152748
09/27/2020,1043733,231442,2090714,645678,11418217,1654810,941563,251100,267772,5276644,2468313,406491,477475,3446655,1666628,828544,798198,1107823,1086420,349799,1583157,1983924,2552130,1455394,584688,1643776,318990,487445,896834,329939,2454210,566917,6483091,2471042,202312,3021673,992010,1232125,3496902,278937,1157693,213691,1553454,6582849,900426,160715,2176465,2096480,480895,1510737,156203
09/28/2020,921637,219723,1905964,584397,10954989,1524502,921251,239427,266090,4763346,2281357,405064,428783,3272509,1528386,754205,737509,1037381,955066,337580,1503527,1978369,2432490,1371449,519679,1531484,293849,458251,857867,310198,2411565,533146,6384186,2306429,184567,2801267,895251,1173965,3321773,269212,1054811,200348,1417639,6012757,779936,154523,2067557,1950802,448215,1415470,145586
09/29/2020,933733,211682,1908470,587323,11135677,1528388,922477,238121,255846,4829618,2333494,392259,421561,3211712,1531250,747308,723736,1050603,974910,337845,1533128,1981379,2453292,1367889,527328,1506684,285781,450553,845534,314884,2462800,512466,6273826,2335414,183536,2778152,898534,1166325,3335361,271670,1067089,194638,1438654,5999410,810505,153584,2094892,1949342,448006,1401982,142865
09/30/2020,1006638,206767,1895458,616220,11236433,1523217,909493,233978,244659,4788757,2347277,381852,424935,3199057,1515364,763252,738742,1046238,1022517,333628,1498524,1926180,2372688,1339014,569251,1544818,287027,461164,839278,311018,2429370,499189,6116623,2318865,182618,2739812,936969,1146031,3271324,266459,1068307,196835,1463612,6162917,819855,155690,2045937,1933111,443226,1386593,144501
10/01/2020,896278,202225,1821007,557724,11000315,1472442,889560,228512,243543,4631694,2227111,375704,405504,3052780,1453655,709228,697161,993685,930769,325573,1482000,1903548,2317408,1308834,506516,1451145,274950,430056,802199,303732,2357585,485695,6005967,2229889,174422,2636901,854253,1116202,3198128,259604,1012213,185994,1369700,5708957,783531,152182,1994751,1890055,427084,1333453,136423
10/02/2020,912927,220311,1909031,578640,11823200,1544426,909651,233347,257293,4752322,2243005,397573,423118,3218350,1496093,728697,720853,1009793,960684,335981,1514585,1954771,2391443,1380406,507805,1498691,286028,444343,861513,310355,2396905,509642,6261570,2274464,179389,2736868,884426,1182261,3271398,265892,1035864,194390,1409495,5882569,814074,157319,2037858,1983679,439182,1404530,143686
10/03/2020,1047418,232831,2054801,649392,12085953,1643042,960146,246059,257008,5273361,2460707,411666,456833,3441619,1646015,812534,771878,1107044,1075547,358174,1577084,2035281,2612312,1486041,583188,1625009,308695,485476,889002,336083,2522817,546753,6571695,2457524,198830,2993397,984546,1241546,3506240,282647,1140468,213093,1554147,6409061,876495,166002,2154268,2102947,482003,1532729,157328
10/04/2020,1086020,236592,2132194,668050,12508985,1698445,1006977,262414,268906,5629101,2590562,418664,486365,3648323,1778969,841980,810410,1183361,1129001,370861,1650041,2110993,2776112,1545396,606094,1697430,313597,505277,915024,353285,2642875,569853,6732858,2592067,204836,3234798,1028272,1278023,3669514,294877,1195735,220320,1635080,6799696,939707,174099,2277732,2209851,499107,1560330,158508
