Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
02/14/2020,725971,154938,1257435,474827,7090625,1046668,623820,153911,188707,3285543,1611682,266480,304444,2509693,1147105,560452,542913,757932,764942,238027,1003270,1320947,1723809,991365,431352,1156375,208048,332229,583596,214339,1631702,348928,4396073,1577724,131749,2040446,668925,800760,2318754,183955,737648,153978,1085498,4461063,556053,107766,1376191,1321035,328262,1015600,110855
02/15/2020,845507,173392,1457991,538680,8041248,1214116,715049,180401,206923,3814570,1838773,293060,353693,2813998,1314370,637622,617854,868226,866841,273309,1150578,1503029,2008760,1130999,489987,1305887,237457,377644,647626,246985,1861298,403321,4986331,1859418,150926,2327256,775222,955040,2618502,208359,857603,174287,1248482,5061504,644715,121023,1593714,1559200,363397,1163853,127975
02/16/2020,970006,182706,1651159,594966,8607551,1362382,800790,209123,223206,4411733,2217039,308343,400315,3082150,1490119,724871,681282,990179,994215,301415,1288643,1665200,2266416,1263770,561049,1442994,261651,426814,704589,275864,2105642,452554,5516589,2159813,169211,2661810,869734,1010550,2974515,232957,1023476,188524,1400298,5694263,783314,136275,1795933,1671445,409375,1293556,139213
02/17/2020,1062239,218347,1903575,679601,10467591,1585533,892994,229370,272552,4676420,2308722,377145,447191,3567892,1610722,807899,773083,1057441,1079733,340483,1469521,1961541,2424732,1433433,623778,1659662,301510,490515,836230,308406,2346568,530185,6411059,2221411,192567,2899685,976789,1182470,3272681,268888,1045184,224111,1551911,6447242,828204,152986,2003022,1983545,454757,1441284,164748
02/18/2020,786603,157180,1396923,503494,7462988,1210115,687750,170756,204508,3518049,1836571,262804,330202,2608516,1221847,612560,580928,826958,827611,272137,1073994,1485460,1897539,1067954,473373,1225097,226500,367119,609943,243740,1758929,391170,4810583,1735796,145187,2178246,734614,869230,2502008,205762,818647,167465,1187870,4802556,604469,117543,1494574,1445236,351646,1087237,122029
02/19/2020,746732,150654,1314686,486118,7057922,1117198,669630,175428,197614,3508858,1799263,255152,319372,2467355,1201960,583630,539417,812015,781107,260622,1078140,1438986,1841799,1003135,451488,1165264,218312,356267,578782,238734,1757036,373780,4658311,1724863,139183,2147744,689029,828353,2481458,201785,826814,161801,1143374,4546531,574850,117971,1500546,1396522,359215,1030987,117721
02/20/2020,794715,154061,1355096,504248,7243579,1149068,688722,185178,199368,3607200,1897185,261932,331486,2558088,1249508,597611,582672,832382,816820,273664,1112621,1477061,1897319,1041031,475374,1206734,225756,367039,593978,252757,1795335,391015,4784983,1998656,145433,2232425,715407,847461,2554368,208884,890896,168546,1214286,4718260,589598,128533,1584822,1432556,379284,1071649,121480
02/21/2020,765402,154974,1353809,495828,7209994,1118063,665119,178194,197997,3548343,1756321,260221,320676,2529746,1197740,588293,564391,802727,798341,266361,1087136,1440611,1819012,1014359,464060,1178244,222653,353936,575345,246556,1743290,389519,4722585,1935445,140430,2131524,704597,829567,2448770,203289,816751,161435,1161650,4602882,579441,125767,1551564,1424042,362056,1049599,120527
02/22/2020,783648,151348,1394806,504022,7159548,1105845,714420,190057,193840,3897412,1969911,247949,319742,2484172,1296740,579271,563078,883655,799087,273117,1169213,1488278,1975405,1016007,456047,1183709,215553,353090,583955,260305,1904591,387527,4817930,1939748,140077,2320366,715411,817754,2624717,210870,914317,160372,1206392,4578381,570307,129154,1649322,1409031,392580,1043181,115965
02/23/2020,943665,187848,1648402,614165,8712756,1461729,794215,216689,220631,4369154,2142485,303848,411358,3031878,1485652,709808,688506,981790,950364,306720,1297429,1675152,2252716,1254145,552548,1446855,272944,427066,710998,290433,2088969,481550,5461154,2128190,172889,2647106,892410,1026474,2961469,236030,994494,194426,1400794,5645804,784181,145085,1815706,1760375,428121,1275243,146819
02/24/2020,858610,154148,1457389,536626,7660875,1233703,656369,169202,211322,3522707,1784421,270762,334985,2747427,1263074,634443,620176,822500,885001,246452,1079730,1417872,1870379,1109574,506214,1309856,226994,376479,641926,228338,1692201,404017,4680685,1732113,143148,2194972,762645,911356,2488155,194517,801058,170654,1242629,5065978,626271,112766,1494515,1510978,338572,1141980,127701
02/25/2020,755344,160566,1366207,479105,7283271,1178311,626129,164511,190674,3307993,1620937,281447,332461,2496814,1158133,580828,558052,757387,844684,236140,1008957,1338119,1733316,995967,448723,1174365,220163,353271,607244,218556,1640468,391114,4360117,1602882,139234,2050672,694967,896446,2332260,185849,745826,167796,1093244,4546578,612559,110056,1407801,1492692,330429,1032351,122510
02/26/2020,796968,121226,1277687,493852,5881166,1045546,681358,184950,169873,4065539,1881138,208725,295080,2511109,1355942,600798,567343,878392,806300,268655,1076478,1421025,2123250,1049447,449645,1202102,201994,355696,502625,258556,1742276,352455,4298912,1888875,139965,2417164,727458,720635,2548379,201331,892298,154504,1195283,4567648,545910,122705,1569504,1211719,368378,1086131,109765
02/27/2020,758928,156390,1360985,497441,7075466,1138358,628706,171408,191686,3230892,1573107,267504,340287,2524112,1183214,605820,563100,767972,807998,273754,1023040,1348032,1861945,1026047,459956,1187065,232844,361271,600711,244825,1601469,389866,4486216,1586972,147298,2135789,691602,860971,2369836,186553,724932,167878,1121712,4581549,606355,127650,1401917,1450392,356584,1062741,126672
02/28/2020,731963,153306,1325834,473997,6879221,1105297,617771,166968,189328,3213805,1551223,255524,328354,2466619,1125293,583552,548170,727923,770659,248068,1003037,1331011,1715736,997937,440198,1149881,221288,353362,582364,237437,1606657,377347,4401750,1556565,141712,2009479,665814,844262,2298506,183135,714686,161540,1093038,4454685,594043,121656,1381474,1425006,342314,1032859,122546
02/29/2020,807350,163761,1424061,515092,7558270,1213479,671216,183397,199789,3577430,1717564,276004,354648,2665918,1241218,627528,586937,819394,831826,266794,1108845,1434706,1873553,1095416,475486,1238686,241812,376139,623966,250779,1760446,403785,4799924,1737650,153489,2207918,732907,919939,2527653,198163,792498,172933,1184457,4779614,640438,128864,1517587,1543822,372327,1133674,131923
03/01/2020,889720,174988,1569007,560325,8230373,1338710,795242,213917,216582,4137946,2125351,295030,386334,2868105,1461844,685461,646948,941038,904907,305615,1285406,1655311,2213546,1185098,516545,1350467,259344,414546,684644,291530,2096859,442547,5351644,2096737,166903,2589944,803524,969976,2912915,232130,988121,186955,1348002,5308336,784408,143842,1770558,1651803,428322,1218515,144029
03/02/2020,805759,172701,1455330,503853,7498664,1239734,693433,187566,200466,3553511,1854593,289804,367484,2624468,1280622,625493,591447,850837,811209,272390,1111737,1461037,1897385,1068187,467222,1230136,246988,382734,633589,254461,1798520,413924,4653518,1800165,153697,2257150,723234,943341,2543333,204678,842755,173965,1213028,4785234,648902,130304,1550765,1596314,378445,1098643,132325
03/03/2020,714758,161777,1356444,458454,7097306,1135749,643681,174597,182377,3325213,1726359,267248,339322,2436098,1199153,579446,540424,784656,739658,244592,1032000,1344237,1818488,1003683,420217,1138161,230216,351979,590312,238119,1694612,387688,4297571,1686527,141375,2129625,669391,877204,2381189,190816,799406,158763,1142957,4419259,604999,118456,1459959,1487711,349586,1040279,121892
03/04/2020,746800,166340,1372962,473747,7362123,1155925,656168,177434,182485,3392511,1766363,276079,347844,2462994,1220150,583839,552475,787979,756501,262373,1045857,1382036,1852355,1024453,427055,1155393,234039,351969,603526,244981,1706213,396544,4354262,1731130,141194,2150979,694107,894332,2409622,194356,809557,160115,1128792,4543850,617539,122839,1481063,1507378,356669,1047241,121475
03/05/2020,685441,159382,1272315,438926,6829313,1075784,612413,165896,171932,3159717,1659275,256492,321793,2298022,1126069,537111,510863,733304,697938,242847,978479,1279002,1713729,946205,394775,1079881,215227,327302,557495,229511,1599344,365193,4078669,1604868,132094,1988294,638119,833578,2231030,181014,765983,150586,1051632,4180921,578148,114571,1378456,1423988,332640,971608,112975
03/06/2020,688239,154779,1294243,445208,6968451,1092216,640248,172630,176223,3347325,1739646,256666,327814,2325747,1179676,538640,510948,768824,698730,251520,1029617,1331896,1791181,956063,396020,1085255,217661,327633,569588,238315,1704059,371454,4226705,1689883,132533,2101692,646507,849639,2330525,186995,798024,147302,1086662,4189507,585554,116906,1444526,1458267,349448,972745,114898
03/07/2020,764436,164538,1412409,490724,7672017,1186715,692157,185799,185484,3696068,1878618,281782,353436,2509079,1280151,586121,561844,846345,766119,272546,1122119,1448143,1947800,1058767,429121,1185180,233689,356048,608378,257859,1847002,399672,4588848,1856954,143468,2294916,716466,919869,2538019,202777,869716,158057,1186116,4626018,636575,124266,1579410,1566109,378799,1073581,121501
03/08/2020,867386,187916,1614587,548522,8746002,1332771,780438,211338,205224,4253583,2132000,318431,398846,2827537,1434932,661318,629687,950886,872142,300810,1256015,1610767,2180164,1178895,493129,1320885,263487,397212,690182,288936,2077587,455861,5121334,2094775,163529,2560933,816347,1010718,2832422,225062,981541,175556,1323779,5296160,754919,138805,1767177,1744867,411906,1195698,137070
03/09/2020,762848,177399,1445679,491515,7543203,1196273,705172,189825,194723,3719361,1920822,287055,349726,2531088,1272454,601040,567472,852494,784753,276723,1123620,1479734,1924919,1054406,443024,1196095,241466,371852,623324,261759,1868216,400494,4644405,1868634,146075,2257553,714100,915195,2562918,205690,887590,165178,1191746,4731113,636276,128864,1593474,1585845,381289,1076751,123946
03/10/2020,750202,171371,1417656,472557,7581904,1172005,695562,186743,194931,3627131,1890064,281520,344467,2473735,1266251,577107,552988,844471,761391,270049,1110032,1451025,1907750,1023288,435601,1149455,232846,358450,614488,255382,1842806,397819,4603121,1837978,141522,2259044,687390,900977,2526704,203150,868405,159841,1164744,4611279,620919,125907,1565686,1557754,375335,1039718,119813
03/11/2020,756458,140743,1396879,467392,7136517,1136592,651537,173167,159790,4008883,1809155,256773,315833,2444909,1262832,560120,536724,835860,779632,240951,1014818,1337662,1907618,1021751,423765,1143107,207331,335379,573236,241261,1688063,383069,4067479,1778127,131452,2290197,723955,816769,2397898,192348,850745,145140,1127994,4698960,570981,110456,1477781,1377767,339085,1040441,108677
03/12/2020,789581,145287,1451958,480076,7451117,1177664,670001,179012,163427,4162362,1895398,267304,323983,2539691,1307384,578782,556234,863236,808008,249841,1057253,1376101,1983632,1060312,442855,1185139,216453,348099,599820,250415,1760050,402739,4243493,1851718,139472,2363494,747973,852313,2486727,197425,888030,151133,1157347,4854332,591455,114495,1538442,1443869,351806,1075712,114193
03/13/2020,767117,142332,1430352,475204,7364052,1170551,658199,172915,160798,3977319,1798281,263050,319537,2501592,1270874,558103,544169,835598,785360,244951,1019987,1360522,1933081,1052532,428133,1165763,209931,341256,590813,242718,1695877,394325,4133300,1751254,133970,2295320,729194,839447,2416443,192203,834951,148134,1136197,4776751,594799,111544,1478739,1425689,340643,1054034,111385
03/14/2020,937843,169609,1693065,588155,9070248,1396353,808832,212929,193785,4911367,2256616,309863,386953,3072155,1567796,697376,678383,1040162,954169,297902,1275318,1648854,2391181,1281010,523228,1432295,258367,427052,712356,296275,2111772,468954,5068020,2201401,162510,2836268,900771,1017195,2969224,234888,1044394,185067,1402231,5795760,704864,134389,1837164,1709483,417906,1293324,136033
03/15/2020,1064808,225710,1959849,674060,10964919,1684074,975383,255027,259197,5159906,2655262,374450,487436,3546876,1786038,808415,791646,1184155,1069072,358768,1584920,2011576,2749698,1469744,597606,1634280,317197,505294,843232,345830,2596328,551244,6367924,2587228,197109,3218444,979021,1269305,3525991,279589,1177978,222737,1635056,6549422,914179,163950,2227457,2153421,502777,1470685,163404
03/16/2020,901646,202303,1696737,588532,9368760,1450551,868360,225608,239519,4497668,2366652,335814,403320,3065119,1509380,696832,685599,1013460,938456,324364,1391052,1828124,2346671,1260468,529925,1411266,273850,429318,742522,308288,2331727,474613,5769171,2241068,171076,2724689,844810,1097931,3120348,251123,1045911,198893,1420841,5703567,747057,147161,1957508,1876264,444648,1260707,140661
03/17/2020,1002747,212179,1895981,634448,10783398,1624512,978624,248717,266112,4933825,2580871,369767,444399,3443984,1685777,765404,747976,1120163,1029804,357276,1551508,2040731,2639587,1398909,575347,1546877,297577,471712,828868,342396,2609920,531596,6399941,2463102,184949,3073914,925981,1204761,3498144,282408,1149169,210260,1555179,6233954,825226,164259,2156139,2080060,480349,1400793,155004
03/18/2020,1039512,231142,2013987,665466,11546853,1694113,1011651,259173,283319,5231040,2701308,386529,464975,3717575,1787265,824589,785292,1168273,1074952,374465,1636453,2127436,2798363,1523738,596123,1655391,318515,504900,904891,359196,2759853,558976,6781443,2597435,197526,3235376,977365,1274009,3679732,291071,1199494,217856,1616578,6589685,897842,177846,2283649,2189937,504998,1513007,160930
03/19/2020,1066555,231308,2061591,671093,11682549,1875641,1049362,268866,284958,5346652,2726923,395628,466461,3736584,1780432,842915,804504,1189861,1089158,383995,1663699,2234750,2810255,1595206,607929,1703479,323407,517626,930469,373997,2855720,568276,6998335,2619161,205510,3266616,1006702,1277390,3770199,306886,1214118,233831,1639912,6724867,897177,179538,2305415,2221714,506986,1545578,170901
03/20/2020,1069281,238173,2064471,676175,11889032,1862749,1002801,254164,282640,5177368,2602173,403378,474094,3759007,1761845,850746,819687,1158285,1108746,376982,1618601,2128627,2797375,1568072,609962,1715701,322437,530711,927722,359691,2736621,572501,6930091,2519200,206604,3227051,1018520,1284174,3689454,289097,1158428,231114,1633476,6898097,907615,175615,2233269,2231336,497683,1548860,169198
03/21/2020,1203468,259806,2247238,754531,13047211,1941050,1105679,290988,297341,6017113,2931373,435692,518820,4187901,2032039,930860,903205,1340702,1250233,412112,1815066,2307964,3191499,1771999,682917,1891172,348038,574374,1012861,401271,3034458,626710,7520579,2853880,234919,3723591,1141241,1395543,4155568,318239,1316832,250615,1829602,7690196,976010,192158,2531860,2421791,571642,1735018,179542
03/22/2020,1210417,244609,2237549,773727,12637736,1872098,1084327,285861,278306,6009623,2927469,421603,509767,4396302,2036961,941458,906368,1314507,1221966,400455,1759741,2255029,3124252,1734612,687348,1918834,341965,566352,972459,393126,3044717,613192,7296161,2851646,224953,3559872,1163416,1352138,4007638,314184,1339912,243359,1817907,7644716,990827,186719,2445170,2333019,553618,1724189,179348
03/23/2020,1050319,223616,1971547,647398,11484255,1663067,1028857,261234,275093,5315418,2683135,378924,453438,3799340,1720866,799922,771089,1146863,1064811,372405,1634577,2104464,2703773,1497753,585513,1646589,305919,489618,894211,362757,2878403,531460,7096509,2554520,194000,3137955,968319,1238974,3796911,295739,1191147,214293,1633737,6519061,847408,175288,2265476,2120531,503991,1465557,156469
03/24/2020,1050351,232191,2019641,664899,11672526,1702794,1025692,267810,276079,5432393,2715481,393228,461968,3796719,1776562,815244,813178,1188637,1129470,384081,1657762,2170481,3086262,1523460,597679,1744063,313637,494563,908953,374286,2821943,561361,6999049,2573156,198962,3450169,980365,1282843,3792688,295875,1216080,216635,1672188,6654562,870969,176541,2266384,2183232,511741,1526332,158291
03/25/2020,1035915,235617,2032785,656974,11718169,1710047,1040766,276179,279510,5458570,2704130,402318,465385,3755381,1875676,811157,800636,1184195,1110254,373175,1711390,2210211,3036925,1512289,599631,1706562,309304,489495,914379,371059,2877047,567325,7048733,2563424,198949,3385519,973124,1288831,3836575,300739,1197034,221655,1657664,6940714,877494,176718,2345234,2215744,531117,1550848,159560
03/26/2020,1030277,233352,2045926,651175,11727428,1807271,1020892,265632,279928,5477810,2684354,411663,483692,3776091,1844601,813431,804559,1168706,1106764,380441,1661992,2177374,3070529,1494706,598678,1701181,310363,496897,923024,368551,2824605,570390,6981019,2593090,199419,3329735,990640,1291486,3732474,294582,1189473,223624,1632074,6930533,890942,182486,2284353,2280354,518158,1560443,163147
03/27/2020,1017128,231638,2037749,640183,11658973,1814210,1004364,262101,274242,5513039,2646427,400228,482952,3749866,1836743,813667,795752,1165009,1099046,375990,1632382,2137488,3034495,1492967,586457,1672645,304138,496903,911058,362434,2790372,575866,6912694,2565333,196110,3362515,981885,1290703,3705621,289991,1179918,217881,1614221,6887561,873699,177933,2249307,2278011,510394,1539303,161152
03/28/2020,1104321,243291,2174727,699851,12488905,1923779,1068917,287116,284951,6018494,2820614,431677,514657,3980421,1950661,877264,864991,1235181,1185109,385749,1770100,2213770,3263072,1788527,627520,1811547,344875,540140,964756,384104,3007321,606785,7333009,2754079,212032,3565134,1073613,1385789,4026598,301676,1250741,240445,1701383,7438781,942626,185253,2393312,2406624,531288,1696607,173142
03/29/2020,1232419,251799,2339880,738820,13318130,1994464,1159230,294771,290922,6475175,3027925,450073,551765,4314436,2119367,957287,905362,1330827,1265894,418697,1825228,2399845,3354722,1872344,683443,1912632,350737,555326,1016736,415618,3121690,646356,7620766,2935697,226149,3745248,1159525,1451217,4151860,334952,1358174,244592,1847549,7950146,1036636,190646,2488031,2488053,554923,1812555,178596
03/30/2020,1050185,229608,2029348,646811,11654345,1769660,1018999,257456,274754,5518240,2640232,401409,478554,3722527,1792115,801758,804745,1153508,1113493,374000,1585511,2165981,3008115,1573227,591424,1676989,316956,492023,906646,365448,2790873,563835,6998604,2546053,198004,3276686,1008401,1280663,3689626,294195,1166431,216449,1622324,6963108,878890,176464,2219442,2248533,494592,1538289,158919
03/31/2020,1094982,227805,2078375,671667,11864750,1784729,1042107,269000,285082,5687350,2767617,403507,489529,3837471,1878538,831225,824990,1229972,1139642,382293,1750611,2180668,3111532,1598066,609173,1728004,321834,503487,923441,366127,2873713,569707,7110434,2711797,198917,3417836,1026011,1298582,3818143,298685,1219340,223610,1728080,7036575,901164,177407,2362408,2265664,520702,1567315,161488
04/01/2020,1046366,230038,2115300,648009,11703655,1783273,1024912,264571,287488,5568380,2703802,398352,485742,3764562,1854972,813136,812454,1200109,1103641,372384,1717492,2170499,3060644,1579143,592973,1696564,331555,489224,917151,365165,2842047,567803,7027501,2682424,198469,3372958,1000034,1288957,3761667,296176,1202950,218351,1668338,6930879,902171,178248,2340861,2244107,516250,1544334,162595
04/02/2020,1053088,228577,2111044,649558,11773137,1828557,1038414,263661,281080,5554408,2677855,399210,489373,3786554,1851675,814657,818818,1197954,1115698,394276,1710871,2196504,3029932,1591864,590071,1702640,327128,506918,924015,369161,2852324,574661,7078834,2670559,211941,3358153,1007966,1276946,3799347,298724,1209412,234321,1672055,6988387,899668,179420,2331850,2236462,513018,1538924,169320
04/03/2020,1016793,226168,2052336,642029,11448745,1801512,1028161,261376,279528,5615348,2689582,391069,467978,3647485,1773240,823240,832940,1152846,1085130,383444,1675775,2197695,2932333,1604400,582804,1675679,317526,511513,900224,364704,2828127,551635,7049579,2576147,207486,3215956,1025725,1245366,3714853,299977,1185116,227933,1651623,6836370,882327,174952,2277833,2201636,498070,1501093,161020
04/04/2020,1140927,239649,2242524,725543,12663766,1899879,1072638,280566,290093,6229472,3021945,422840,512486,4040208,1980225,893774,896694,1264501,1205844,396730,1798655,2252490,3228922,1709780,679643,1863046,339663,545511,976106,379213,2967478,609041,7275275,2831504,221404,3519529,1147908,1372002,3994958,312028,1289458,239562,1810667,7770352,961423,180179,2456181,2341737,531357,1652600,169375
04/05/2020,1286054,246947,2387283,752485,13560626,1966035,1109453,287063,293742,6575340,3043748,445638,544170,4240634,2075127,932596,931493,1305749,1263672,411628,1827571,2315956,3265626,1775677,707666,1948277,351650,567876,1035579,392929,3015772,635357,7427657,2906290,232307,3724633,1200795,1427588,4077261,322984,1328446,248922,1892269,8120380,1043916,185101,2493117,2449580,539455,1725292,178745
04/06/2020,1113219,236549,2143935,668682,12279022,1807589,1023035,267884,289566,5641676,2748058,414354,491751,3806748,1808758,843789,845377,1176429,1132882,378437,1702690,2176272,3025434,1620045,627875,1776431,324529,515724,951002,369403,2811755,575298,7044463,2590792,207808,3269968,1045113,1316233,3772745,298099,1186722,226421,1698273,7118787,925392,179292,2304355,2290916,502677,1559095,167096
04/07/2020,1092129,239477,2120384,666020,11920127,1795043,1035884,270321,291129,5724582,2811584,404787,486420,3719685,1832593,818096,829201,1193570,1120433,389040,1719084,2190498,3064862,1583701,617437,1741406,321630,503240,932947,371206,2866262,571353,7086808,2666163,202596,3355777,1016435,1280983,3817744,299034,1234541,225774,1699963,7006181,904441,182513,2334544,2252476,515085,1502247,164347
04/08/2020,1092889,230707,2121125,654188,11919786,1785757,1048696,267912,288414,5712518,2806190,404056,479924,3711471,1814115,821986,819337,1184970,1114313,389012,1711787,2214354,3033801,1588840,623584,1705794,318329,506922,928065,372869,2882143,577412,7137337,2658243,204978,3326182,1009257,1282988,3791398,303705,1253303,225801,1678634,6980108,899733,182394,2329271,2232560,517310,1543139,162295
04/09/2020,1093506,235371,2123982,671774,12096208,1827576,1073567,274477,291591,5794516,2836355,406684,486350,3835191,1883675,852605,844859,1217286,1120547,396809,1746702,2272235,3141265,1628840,623028,1758901,317899,520680,936535,386965,2941970,581950,7294489,2680429,209865,3444580,1031335,1295291,3890112,309770,1259843,230910,1726139,7006851,910305,190171,2370808,2254763,528820,1581771,167569
04/10/2020,1045993,227854,2026575,643711,11557706,1741595,1001888,259995,279177,5391064,2594145,398952,467102,3680757,1789370,804925,812512,1132393,1110600,371829,1655843,2094028,2988222,1536670,598146,1682821,306162,496308,896770,356494,2775972,561071,6945865,2540563,200805,3247294,986352,1242905,3697962,280312,1155708,219675,1635022,6878266,869945,175544,2235777,2170928,499643,1511782,158307
04/11/2020,1122069,236986,2192435,685569,12247941,1826861,1000516,263460,277669,5668562,2615821,425875,498024,3878874,1845526,866577,836092,1172564,1162110,366238,1687072,2107348,3060310,1624947,637307,1784547,344867,525430,949058,358032,2793088,610493,6984108,2569811,218604,3322257,1064763,1333226,3745243,289232,1179559,239877,1689923,7319906,915981,176555,2262337,2299250,503413,1598730,174636
04/12/2020,1387831,271243,2543024,814201,14180383,2243477,1166726,306341,309201,6861424,3256063,483819,578443,4561081,2198332,1065607,1034119,1415820,1394312,435984,1945779,2442029,3562489,2079333,783069,2119047,379362,664119,1095164,423592,3223657,697287,7845505,3111312,255711,3950987,1274270,1501262,4357749,339045,1464468,294234,2098972,8559623,1107216,199687,2629140,2574728,576656,1942123,206738
04/13/2020,1113560,245098,2168446,680768,12002694,1948730,1112526,285890,299507,5679993,2799382,423108,496879,3928055,1882653,881732,867209,1220184,1141187,397356,1790455,2320555,3172711,1675279,630113,1796858,337333,540459,947715,390294,3034801,613580,7439502,2744158,216653,3440347,1061970,1311896,3989656,322186,1251258,243788,1751530,7186503,930546,189856,2419282,2290215,527423,1647224,174810
04/14/2020,1126555,206747,2153647,683942,11924666,1795898,946270,253886,246914,5739908,2493684,391966,472955,3791682,1809965,853213,832881,1160830,1157008,348934,1537217,2001056,2918396,1640363,628028,1747615,309066,518739,904043,355841,2534829,585727,6261970,2466739,205777,3320616,1096385,1240836,3533449,280581,1131188,222828,1648363,7227264,884499,165963,2138322,2123258,467835,1604915,163186
04/15/2020,1090201,203755,2073919,662934,11544384,1721636,919890,244857,236473,5537695,2410063,380181,457459,3689100,1746572,825208,798369,1115488,1117763,339544,1493512,1950377,2818516,1594902,609017,1683307,299290,496112,875336,344478,2462569,564534,6101580,2404822,198006,3176624,1044628,1206339,3427133,273138,1101094,214039,1600288,7006454,856014,158759,2084958,2056525,453571,1559656,156965
04/16/2020,1146330,209851,2182041,696330,12127620,1870623,967580,255749,249722,5836868,2520759,393846,477551,3843886,1835969,860134,831290,1173013,1176109,355796,1571501,2048213,2959855,1681125,641929,1759732,310376,530572,919458,361052,2584443,590848,6393310,2525229,208985,3357805,1101053,1260748,3629849,284502,1153713,228319,1688227,7344488,887000,169570,2182749,2143855,479255,1642340,169960
04/17/2020,1054447,191885,2024443,629388,11193127,1692869,886498,234610,229026,5357640,2306524,364161,439717,3598830,1700277,803385,788550,1069314,1078351,325812,1431794,1879415,2734749,1536038,585189,1641226,289997,495642,851546,331857,2387394,543998,5903130,2301980,191962,3093348,1019138,1163034,3317849,261415,1056181,209478,1530543,6707118,821054,155283,1993720,1992696,434983,1502924,154636
